id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link,,,,
1,TT0001KB,Bakau,Rhizophora mucronata,Pohon Muda,icon/young_tree.svg,Least concern,30,12,Hutan Kemasyarakatan Gapoktan Karya Bersama,Mangrove,HKm Gapoktan Karya Bersama,0.9559314,102.4319059,4.561535995,2.61,Belum,-,-,M. Abu,18/09/2021 10:41,50000,1093.833,-,"Krisnawati et al, 2012",media/1631936341831.jpg,media/1631936433919.jpg,media/1631936461064.jpg,media/1631936478928.jpg,,,,,
2,TT0002KB,Bakau,Rhizophora mucronata,Pohon Muda,icon/young_tree.svg,Least concern,30,12,Hutan Kemasyarakatan Gapoktan Karya Bersama,Mangrove,HKm Gapoktan Karya Bersama,0.9558306,102.431915,-15.39021296,2.61,Belum,-,-,Maringan,18/09/2021 10:48,50000,1093.833,-,"Krisnawati et al, 2012",media/1631936753580.jpg,media/1631936831917.jpg,media/1631936869531.jpg,media/1631936909026.jpg,,,,,
3,TT0003KB,Bakau,Rhizophora mucronata,Pohon Muda,icon/young_tree.svg,Least concern,22,10,Hutan Kemasyarakatan Gapoktan Karya Bersama,Mangrove,HKm Gapoktan Karya Bersama,0.9558173,102.4318783,6.731053664,2.6,Belum,-,-,Hasan,18/09/2021 10:56,50000,542.665,-,"Krisnawati et al, 2012",media/1631937287415.jpg,media/1631937308080.jpg,media/1631937353710.jpg,media/1631937403453.jpg,,,,,
4,TT0004KB,Bakau,Rhizophora mucronata,Pohon Dewasa,icon/mature_tree.svg,Least concern,40,15,Hutan Kemasyarakatan Gapoktan Karya Bersama,Mangrove,HKm Gapoktan Karya Bersama,0.9558656,102.4318545,17.56165347,2.61,Belum,-,-,Ria,18/09/2021 11:04,200000,2095.620,-,"Krisnawati et al, 2012",media/1631937691094.jpg,media/1631937785978.jpg,media/1631937817576.jpg,media/1631937857728.jpg,,,,,
5,TT0005KB,Bakau,Rhizophora mucronata,Pohon Muda,icon/young_tree.svg,Least concern,31,13,Hutan Kemasyarakatan Gapoktan Karya Bersama,Mangrove,HKm Gapoktan Karya Bersama,0.9558009,102.4318008,16.32671339,2.6,Belum,-,-,Riko,18/09/2021 11:12,50000,1177.970,-,"Krisnawati et al, 2012",media/1631938196924.jpg,media/1631938247560.jpg,media/1631938272598.jpg,media/1631938316727.jpg,,,,,
6,TT0006KB,Bakau,Rhizophora mucronata,Pohon Muda,icon/young_tree.svg,Least concern,29,15,Hutan Kemasyarakatan Gapoktan Karya Bersama,Mangrove,HKm Gapoktan Karya Bersama,0.9558809,102.4317924,17.96408381,2.6,Belum,-,-,Nizam,18/09/2021 11:16,50000,1013.156,-,"Krisnawati et al, 2012",media/1631938444772.jpg,media/1631938492604.jpg,media/1631938511580.jpg,media/1631938561030.jpg,,,,,
7,TT0007KB,Mangrove,Rhizophora mucronata,Pohon Muda,icon/young_tree.svg,Least concern,32,13,Hutan Kemasyarakatan Gapoktan Karya Bersama,Mangrove,HKm Gapoktan Karya Bersama,0.9557815,102.4318429,16.596298,2.6,Belum,-,-,Nasrum,18/09/2021 11:21,50000,1265.598,-,"Krisnawati et al, 2012",media/1631938738138.jpg,media/1631938790058.jpg,media/1631938809063.jpg,media/1631938846549.jpg,,,,,
8,TT0008KB,Bakau,Rhizophora mucronata,Pohon Muda,icon/young_tree.svg,Least concern,28,12,Hutan Kemasyarakatan Gapoktan Karya Bersama,Mangrove,HKm Gapoktan Karya Bersama,0.9557639,102.4318152,2.359821497,2.59,Belum,-,-,M. Abu,18/09/2021 11:26,50000,935.910,-,"Krisnawati et al, 2012",media/1631938981659.jpg,media/1631939148287.jpg,media/1631939182857.jpg,media/1631939207249.jpg,,,,,
9,TT0009KB,Mangrove,Rhizophora mucronata,Pohon Dewasa,icon/mature_tree.svg,Least concern,44,18,Hutan Kemasyarakatan Gapoktan Karya Bersama,Mangrove,HKm Gapoktan Karya Bersama,0.9557059,102.4318389,0.193426417,2.59,Belum,-,-,Maringan,18/09/2021 11:29,200000,2599.321,-,"Krisnawati et al, 2012",media/1631939303282.jpg,media/1631939335286.jpg,media/1631939365117.jpg,media/1631939384827.jpg,,,,,
10,TT0010KB,Bakau,Rhizophora mucronata,Pohon Dewasa,icon/mature_tree.svg,Least concern,60,18,Hutan Kemasyarakatan Gapoktan Karya Bersama,Mangrove,HKm Gapoktan Karya Bersama,0.9555391,102.4317387,37.83848447,2.57,Belum,-,-,Hasan,18/09/2021 11:35,200000,5239.366,-,"Krisnawati et al, 2012",media/1631939630739.jpg,media/1631939650859.jpg,media/1631939668857.jpg,media/1631939693768.jpg,,,,,
11,TT0011KB,Bakau,Rhizophora mucronata,Pohon Muda,icon/young_tree.svg,Least concern,35,8,Hutan Kemasyarakatan Gapoktan Karya Bersama,Mangrove,HKm Gapoktan Karya Bersama,0.9557841,102.4318899,9.987758551,2.6,Belum,-,-,Hasan,18/09/2021 11:41,50000,1549.711,-,"Krisnawati et al, 2012",media/1631940044962.jpg,media/1631940069304.jpg,media/1631940086682.jpg,media/1631940108739.jpg,,,,,
12,TT0012KB,Bakau,Rhizophora mucronata,Pohon Muda,icon/young_tree.svg,Least concern,33,15,Hutan Kemasyarakatan Gapoktan Karya Bersama,Mangrove,HKm Gapoktan Karya Bersama,0.9559158,102.4319221,10.30510913,2.61,Belum,-,-,Hasan,18/09/2021 11:45,50000,1356.746,-,"Krisnawati et al, 2012",media/1631940311085.jpg,media/1631940324968.jpg,media/1631940340608.jpg,media/1631940353622.jpg,,,,,
13,TT0013KB,Bakau,Rhizophora mucronata,Pohon Dewasa,icon/mature_tree.svg,Least concern,43,12,Hutan Kemasyarakatan Gapoktan Karya Bersama,Mangrove,Sungai tengah,0.9559753,102.4320594,6.243273238,2.63,Belum,-,-,Hasan,18/09/2021 11:51,200000,2467.719,-,"Krisnawati et al, 2012",media/1631940477439.jpg,media/1631940617446.jpg,media/1631940635160.jpg,media/1631940655180.jpg,,,,,
14,TT0014KB,Bakau,Rhizophora mucronata,Pohon Muda,icon/young_tree.svg,Least concern,29,11,Hutan Kemasyarakatan Gapoktan Karya Bersama,Mangrove,HKm Gapoktan Karya Bersama,0.9559047,102.4320531,4.982965608,2.62,Belum,-,-,Hasan,18/09/2021 11:56,50000,1013.156,-,"Krisnawati et al, 2012",media/1631940835636.jpg,media/1631940864570.jpg,media/1631940885781.jpg,media/1631940956386.jpg,,,,,
15,TT0015KB,Bakau,Rhizophora mucronata,Pohon Muda,icon/young_tree.svg,Least concern,15,7,Hutan Kemasyarakatan Gapoktan Karya Bersama,Mangrove,HKm Gapoktan Karya Bersama,0.9559074,102.4321298,-0.181127066,2.63,Belum,-,-,Hasan,18/09/2021 11:59,50000,228.362,-,"Krisnawati et al, 2012",media/1631941090997.jpg,media/1631941126139.jpg,media/1631941142147.jpg,media/1631941162274.jpg,,,,,
16,TT0016MF,Bakau,Rhizophora mucronata,Pohon Dewasa,icon/mature_tree.svg,Least concern,45,15,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,HKm Mangrove Formula,0.962129,102.3433291,21.52472812,0.53,Belum,-,-,Hasan,18/09/2021 14:26,200000,2734.747,-,"Krisnawati et al, 2012",media/1631949776290.jpg,media/1631949828329.jpg,media/1631949856150.jpg,media/1631949960153.jpg,,,,,
17,TT0088WRB,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,68,21,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,HKm wahana rimba bestari,0.8961831,102.6548806,18.07712262,4.35,Belum,-,-,Maringan,20/09/2021 10:43,200000,6992.611,-,"Chave et al, 2014",media/1632038364706.jpg,media/1632038392052.jpg,media/1632038402953.jpg,media/1632038415067.jpg,,,,,
18,TT0089WRB,Geronggang,Cratoxylum arborescens,Pohon Dewasa,icon/mature_tree.svg,Least Concern,66,25,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,HKm wahana rimba bestari,0.8962998,102.654864,16.59213223,4.34,Belum,-,-,Maringan,20/09/2021 10:42,200000,6564.887,-,"Chave et al, 2014",media/1632038498722.jpg,media/1632038537150.jpg,media/1632038549027.jpg,media/1632038558688.jpg,,,,,
19,TT0090WRB,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,60,25,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,HKm wahana rimba bestari,0.8963146,102.6543042,17.94129012,4.29,Belum,-,-,Maringan,20/09/2021 10:43,200000,6492.869,-,"Chave et al, 2014",media/1632038781142.jpg,media/1632038793749.jpg,media/1632038807006.jpg,media/1632038840170.jpg,,,,,
20,TT0017MF,Bakau,Rhizophora mucronata,Pohon Dewasa,icon/mature_tree.svg,Least concern,50,13,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,HKm Mangrove Formula,0.962207,102.3432169,15.96168494,0.54,Belum,-,-,Hasan,18/09/2021 14:32,200000,3469.997,-,"Krisnawati et al, 2012",media/1631950183755.jpg,media/1631950275721.jpg,media/1631950293310.jpg,media/1631950327145.jpg,,,,,
21,TT0018MF,Bakau,Rhizophora mucronata,Pohon Muda,icon/young_tree.svg,Least concern,25,15,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,HKm Mangrove Formula,0.9621478,102.3432602,19.99440878,0.53,Belum,-,-,Hasan,18/09/2021 14:38,50000,724.438,-,"Krisnawati et al, 2012",media/1631950455642.jpg,media/1631950674686.jpg,media/1631950689190.jpg,media/1631950730005.jpg,,,,,
22,TT0019MF,Bakau,Rhizophora mucronata,Pohon Muda,icon/young_tree.svg,Least concern,30,17,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,HKm Mangrove Formula,0.9621265,102.343226,10.26074413,0.53,Belum,-,-,Hasan,18/09/2021 14:43,50000,1093.833,-,"Krisnawati et al, 2012",media/1631950875204.jpg,media/1631950939228.jpg,media/1631950962404.jpg,media/1631950990564.jpg,,,,,
23,TT0020MF,Bakau,Rhizophora mucronata,Pohon Muda,icon/young_tree.svg,Least concern,31,15,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,HKm Mangrove Formula,0.9619891,102.3431485,23.09243389,0.51,Belum,-,-,Hasan,18/09/2021 14:49,50000,1177.970,-,"Krisnawati et al, 2012",media/1631951225834.jpg,media/1631951309843.jpg,media/1631951330218.jpg,media/1631951354194.jpg,,,,,
24,TT0021FM,Bakau,Rhizophora mucronata,Pohon Dewasa,icon/mature_tree.svg,Least concern,47,17,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,HKm Mangrove Formula,0.9619838,102.3432087,6.801911757,0.51,Belum,-,-,Hasan,18/09/2021 14:55,200000,3017.158,-,"Krisnawati et al, 2012",media/1631951571780.jpg,media/1631951676432.jpg,media/1631951691351.jpg,media/1631951716451.jpg,,,,,
25,TT0022MF,Bakau,Rhizophora mucronata,Pohon Dewasa,icon/mature_tree.svg,Least concern,40,14,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,HKm Mangrove Formula,0.9618132,102.3430306,29.65676805,0.49,Belum,-,-,Hasan,18/09/2021 14:59,200000,2095.620,-,"Krisnawati et al, 2012",media/1631951900372.jpg,media/1631951922900.jpg,media/1631951941517.jpg,media/1631951953762.jpg,,,,,
26,TT0023MF,Bakau,Rhizophora mucronata,Pohon Dewasa,icon/mature_tree.svg,Least concern,47,20,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,HKm Mangrove Formula,0.961709,102.3430959,22.71780999,0.48,Belum,-,-,Hasan,18/09/2021 15:03,200000,3017.158,-,"Krisnawati et al, 2012",media/1631952168851.jpg,media/1631952183306.jpg,media/1631952198861.jpg,media/1631952209647.jpg,,,,,
27,TT0024MF,Bakau,Rhizophora mucronata,Pohon Dewasa,icon/mature_tree.svg,Least concern,67,20,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,HKm Mangrove Formula,0.9615389,102.3431032,25.66781562,0.46,Belum,-,-,Hasan,18/09/2021 15:09,200000,6723.354,-,"Krisnawati et al, 2012",media/1631952514890.jpg,media/1631952537832.jpg,media/1631952555980.jpg,media/1631952571019.jpg,,,,,
28,TT0025MF,Bakau,Rhizophora mucronata,Pohon Muda,icon/young_tree.svg,Least concern,36,17,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,HKm Mangrove Formula,0.9615527,102.3430987,58.0322481,0.47,Belum,-,-,Hasan,18/09/2021 15:14,50000,1651.584,-,"Krisnawati et al, 2012",media/1631952790788.jpg,media/1631952816108.jpg,media/1631952840068.jpg,media/1631952865115.jpg,,,,,
29,TT0026MF,Bakau,Rhizophora mucronata,Pohon Dewasa,icon/mature_tree.svg,Least concern,46,19,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,HKm Mangrove Formula,0.9614677,102.3430866,47.98622782,0.46,Belum,-,-,Hasan,18/09/2021 15:19,200000,2874.019,-,"Krisnawati et al, 2012",media/1631953124804.jpg,media/1631953140907.jpg,media/1631953158904.jpg,media/1631953172854.jpg,,,,,
30,TT0027MF,Bakau,Rhizophora mucronata,Pohon Dewasa,icon/mature_tree.svg,Least concern,43,15,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,HKm Mangrove Formula,0.9615551,102.3432331,49.2058179,0.47,Belum,-,-,Hasan,18/09/2021 15:23,200000,2467.719,-,"Krisnawati et al, 2012",media/1631953314343.jpg,media/1631953357919.jpg,media/1631953377897.jpg,media/1631953393007.jpg,,,,,
31,TT0028MF,Bakau,Rhizophora mucronata,Pohon Dewasa,icon/mature_tree.svg,Least concern,42,13,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,HKm Mangrove Formula,0.9619163,102.3433104,24.680272,0.51,Belum,-,-,Hasan,18/09/2021 15:30,200000,2339.916,-,"Krisnawati et al, 2012",media/1631953767350.jpg,media/1631953778653.jpg,media/1631953792011.jpg,media/1631953808810.jpg,,,,,
32,TT0029MF,Bakau,Rhizophora mucronata,Pohon Dewasa,icon/mature_tree.svg,Least concern,42,15,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,HKm Mangrove Formula,0.9621522,102.3433453,26.97350237,0.53,Belum,-,-,Hasan,18/09/2021 15:36,200000,2339.916,-,"Krisnawati et al, 2012",media/1631954050068.jpg,media/1631954084411.jpg,media/1631954122755.jpg,media/1631954185679.jpg,,,,,
33,TT0030WRB,Kelat,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,76,20,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,HKm Rimba Wahana Bestari,0.8961511,102.6581505,25.90203263,4.68,Belum,-,-,Maringan,19/09/2021 09:56,200000,10043.622,-,"Chave et al, 2014",media/1632020087854.jpg,media/1632020109910.jpg,media/1632020131893.jpg,media/1632020154685.jpg,,,,,
34,TT0031WRB,Geronggang,Cratoxylum arborescens,Pohon Dewasa,icon/mature_tree.svg,Least Concern,42,25,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,HKm Wahana Rimba Bestari,0.8963051,102.658153,43.06682759,4.67,Belum,-,-,Maringan,19/09/2021 10:01,200000,2716.815,-,"Chave et al, 2014",media/1632020389485.jpg,media/1632020422621.jpg,media/1632020441407.jpg,media/1632020453626.jpg,,,,,
35,TT0032WRB,Kelat,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,58,25,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,HKm Rimba Wahana Bestari,0.8963383,102.6581624,18.52983349,4.67,Belum,-,-,Maringan,19/09/2021 10:04,200000,7367.800,-,"Chave et al, 2014",media/1632020594743.jpg,media/1632020613093.jpg,media/1632020625344.jpg,media/1632020646175.jpg,,,,,
36,TT0033WRB,Punak,Tetramerista glabra,Pohon Dewasa,icon/mature_tree.svg,Vulnerable,47,25,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,HKm Rimba Wahana Bestari,0.8963949,102.6581822,7.683168108,4.67,Belum,-,-,Maringan,19/09/2021 10:07,200000,4126.956,-,"Chave et al, 2014",media/1632020788279.jpg,media/1632020810223.jpg,media/1632020825077.jpg,media/1632020835830.jpg,,,,,
37,TT0034WRB,Punak,Tetramerista glabra,Pohon Dewasa,icon/mature_tree.svg,Vulnerable,69,25,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,HKm wahana rimba bestari,0.8963943,102.6582119,34.09902832,4.67,Belum,-,-,Maringan,19/09/2021 10:10,200000,8732.293,-,"Chave et al, 2014",media/1632020958153.jpg,media/1632020970844.jpg,media/1632020984831.jpg,media/1632021005923.jpg,,,,,
38,TT0035WRB,Kelat,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,57,35,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,HKm wahana rimba bestari,0.8964139,102.6582378,39.00605422,4.67,Belum,-,-,Maringan,19/09/2021 10:14,200000,9890.428,-,"Chave et al, 2014",media/1632021237416.jpg,media/1632021256961.jpg,media/1632021273287.jpg,media/1632021283814.jpg,,,,,
39,TT0036WRB,Geronggang,Cratoxylum arborescens,Pohon Dewasa,icon/mature_tree.svg,Least Concern,49,30,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,Geronggang,0.8965147,102.6582003,33.0534828,4.67,Belum,-,-,Maringan,19/09/2021 10:17,200000,4385.520,-,"Chave et al, 2014",media/1632021401703.jpg,media/1632021422515.jpg,media/1632021437648.jpg,media/1632021467928.jpg,,,,,
40,TT0037WRB,Malas,Parastemon urophyllum,Pohon Dewasa,icon/mature_tree.svg,Not Defined,60,25,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,HKm Rimba Wahana Bestari,0.8963934,102.6580211,36.04971823,4.65,Belum,-,-,Maringan,19/09/2021 10:21,200000,10129.005,-,"Chave et al, 2014",media/1632021646737.jpg,media/1632021666956.jpg,media/1632021681782.jpg,media/1632021692590.jpg,,,,,
41,TT0087WRB,Geronggang,Cratoxylum arborescens,Pohon Dewasa,icon/mature_tree.svg,Least Concern,72,20,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,HKm wahana rimba wahana,0.8961412,102.6555604,3.850432409,4.42,Belum,-,-,Maringan,20/09/2021 10:44,200000,6257.579,-,"Chave et al, 2014",media/1632037997277.jpg,media/1632038065280.jpg,media/1632038081929.jpg,media/1632038096786.jpg,,,,,
42,TT0038WRB,Kelat,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,53,20,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,HKm Rimba Wahana Bestari,0.8964308,102.6580844,16.02079576,4.66,Belum,-,-,Maringan,19/09/2021 10:24,200000,4969.683,-,"Chave et al, 2014",media/1632021813797.jpg,media/1632021845487.jpg,media/1632021859461.jpg,media/1632021877301.jpg,,,,,
43,TT0039WRB,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,40,18,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,HKm Rimba Wahana Bestari,0.8963965,102.6580633,24.88243018,4.66,Belum,-,-,Maringan,19/09/2021 10:27,200000,2135.320,-,"Chave et al, 2014",media/1632021991686.jpg,media/1632022013466.jpg,media/1632022026856.jpg,media/1632022037390.jpg,,,,,
44,TT0040WRB,Ramen,Dialium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,20,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,Tj Darul Takzim,0.8965317,102.6580861,23.81938255,4.65,Belum,-,-,Maringan,19/09/2021 10:30,200000,3477.748,-,"Chave et al, 2014",media/1632022136809.jpg,media/1632022162557.jpg,media/1632022176751.jpg,media/1632022192162.jpg,,,,,
45,TT0041WRB,Ramen,Dialium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,43,20,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,Tj Darul Takzim,0.8964793,102.6579837,18.95353084,4.65,Belum,-,-,Maringan,19/09/2021 10:33,200000,3641.212,-,"Chave et al, 2014",media/1632022335597.jpg,media/1632022385287.jpg,media/1632022400224.jpg,media/1632022414192.jpg,,,,,
